00-91	AMASync1	AMANDA_SYNC_DOM	1e5b72775d19
75-57	UP6P1828	Bora_Bora	2ed5eb6f15e8
75-58	TP6P1921	Pitcairn	9cc2c629f1e2
75-59	UP6P1642	Brown	6ea0da549002
75-60	TP6P1923	Bougainville	bc9d4085fc4f
75-61	AP6P1161	Babylon	beef4c77fd7b
75-62	AP6P1159	Alexandria	0d5ca4453398
75-63	AP6P1163	Mudurai	414ac7e24a84
75-64	AP6P1173	Pompeii	c898afc8a87f
76-01	UP6P1836	Malaita	4d400f6af3cf
76-02	TP7P2163	Parrano	72543773efa8
76-03	UP6P1728	Headshield_Slug	bcab3085470b
76-04	TP7P2147	Tilsit	6d8731f83010
76-05	UP6P1244	Tall_Man	ef8234e435fc
76-06	TP6P1545	PacMan	feff969a8204
76-07	UP5P0710	Eosophobia	0fd12d1ac016
76-08	TP6P1837	Goose_Neck_Barnacle	99ef3857dc52
76-09	UP7Y4584	Agnutes	3d118092cc2d
76-10	TP7Y4589	Bodiocasses	3c9ae2d127d7
76-11	UP6P1732	Hermit_Crab	b7457b524774
76-12	TP6P1711	Pederson_Shrimp	2dc7dd60d076
76-13	UP6P1652	Gus_Wes	44eb3c619854
76-14	TP6P1649	Dunbar	4e62947b0e83
76-15	UP6P1868	Pecorino_Toscano	6cc76d36d944
76-16	TP6P1635	Blue	2ff0b8934e77
76-17	UP7P2110	Tomme_De_Savoie	4bee2bab54fa
76-18	TP6P1839	Jewel_Squid	a701e82d0635
76-19	UP6P1578	DOOM	ba0b79399a54
76-20	TP6P1855	Sea_Wasp	3d129a7e700f
76-21	UP5P0606	Cyberphobia	5898d6a825cf
76-22	TP6P1671	Piltchard	a999ebcbc068
76-23	UP6P1690	Cup_Coral	dde569498bb5
76-24	TP6P1919	Fontina_Daosta	578a44512112
76-25	UP7P2118	Appenzeller	d0aaa4430f0f
76-26	TP6P1361	Cocoon	356650fbf4c5
76-27	UP7P2138	Sbrinz	be743fecd3d9
76-28	TP7Y4553	Kolchugino	05ecb4fd7a3f
76-29	UP6P1864	Parmigiano_Reggiano	a4f60d78763b
76-30	TP6P1613	Light_Blue	2303b2bd1715
76-31	UP7Y4590	Bellovaci	0a759178688b
76-32	TP7Y4569	Arvernii	2717bc270f5a
76-33	UP7Y4574	Aremoricii	cadddb51694e
76-34	TP6P1889	Tongatapu	ee645dfd4f75
76-35	UP7Y4564	Mandubii	c243aec302ef
76-36	TP7Y4609	Ozherelye	672202c94076
76-37	UP7P2116	Venaco	ceecbbd7a22c
76-38	TP7P2105	Taleggio	fce252fc89d2
76-39	UP6P1862	Mozzarella	6f474fdbee16
76-40	TP6P1547	Pong	8a909e1001e9
76-41	UP6P1852	Upolu	bbc2ff970966
76-42	TP6P1875	Saipan	8ec8a6965ce8
76-43	UP6P1582	Frogger	e3656df2f6ac
76-44	TP6P1917	Pecorino_Romano	8f26896c08b5
76-45	UP6P1300	The_Fog	83a24ee5f5f5
76-46	TP6P1887	Pohnpei	658cac0cd851
76-47	UP6P1866	Gorgonzola	e5a32e8800e3
76-48	TP7P2109	Provolone	cb073b65f722
76-49	UP6P1730	Giant_Squid	33f260ff911b
76-50	TP7P2161	Manchego	2ae0cfc9b7e9
76-51	UP6P1608	Metal_Gear	5a2f4317fbf7
76-52	TP6P1647	Dobbs	308da957ba2a
76-53	UP6P1650	Huple	37dcda20ef10
76-54	TP6P1669	Wren22	000b929e8540
76-55	UP6P1566	Excite_Bike	0bdaba52437b
76-56	TP6P1571	Age_Of_Empires	2755f75f07fc
76-57	UP6P1584	Colonel_Moodus	460ca2afb9cf
76-58	TP7P2143	Gouda	bf2a594f2e75
76-59	UP6P1838	Chuuk	1f38af16108c
76-60	TP6P1873	Bikini_Atoll	716833dac3db
76-61	AP6P1170	Mohenjodaro	0562451ea296
76-62	AP6P1160	Memphis	5720f4b9723b
76-63	AP6P1164	Damascus	e4de2413634a
76-64	AP6P1187	Londinium	20c7823b3cac
77-01	UP6H7568	Gotlandsgatan	9c8d1cec7790
77-02	TP6P1521	SNOBOL	a55f40461662
77-03	UP6H7560	Gallerian	9ebd9f9d4c41
77-04	TP6H7603	Spettekaka	5fe4fd1b5a97
77-05	UP4H0042	Sundbyberg	eb449790a526
77-06	TP6H7569	Grenljusbacken	e6a11ef48199
77-07	UP6H7536	Disponentgatan	5b9cc2cb4d81
77-08	TP6H7595	Lutfisk	4ad18021ddbc
77-09	UP7Y4568	Haedui	2a377243a13a
77-10	TP7Y4591	Blannovii	f1af77b4b7f6
77-11	UP6H7602	Sotare	790cb3d49cd5
77-12	TP6H7615	Mumma	dca87bfe1ad0
77-13	UP7Y4602	Dorogobuzh	6fae50a6cd0c
77-14	TP6H7557	Folkskolegatan	24e5c2d44074
77-15	UP6H7590	Kalvdans	27671b6dd2f9
77-16	TP6H7565	Gaveliusgatan	452a435e5a05
77-17	UP7Y4614	Shilka	2fc18502af5e
77-18	TP7Y4605	Shakhunya	8a8e75ca71b8
77-19	UP6H7578	Hedinsgatan	e67fc44cdb49
77-20	TP6H7613	Kvass	ee3b4e6874df
77-21	UP7Y4618	Polessk	2602b36d72a3
77-22	TP7Y4559	Tarbelli	c771169271e5
77-23	UP6H7624	Kryddost	4b85ba7aba76
77-24	TP6H7625	Kvibille_cheddar	652e07948d39
77-25	UP6H7622	Fontina	737b88a52d11
77-26	TP6Y4329	Ah_Bolom_Tzacab	2a44003801dc
77-27	UP6H7608	Bult	6ae888e70256
77-28	TP6H7645	Adapter	3454e9a23d7d
77-29	UP6H7572	Hammargatan	8194739282af
77-30	TP5H0257	Skurhatten	f2cef4faecc8
77-31	UP7Y4484	Salamix	ed0e43dcf150
77-32	TP6Y4463	Shouxing	9afe456227ae
77-33	UP6H7540	Ekedalsgatan	c13ace170b26
77-34	TP6H7621	Billinge	04a8879fdb07
77-35	UP6H7600	Renskav	5b21398a904c
77-36	TP6H7655	Batteri	e440f02605ef
77-37	UP6H7652	Bakplan	43e81599d704
77-38	TP6H7643	Tillberga	6f45a7995488
77-39	UP6Y4350	Kanyarundi	b2c3bb6ad5b5
77-40	TP6H7547	Evert_Taubes_terrass	f948547cd537
77-41	UP6P1606	Orr_22	3f509081b654
77-42	TP7Y4611	Gadzhiyevo	cb1704b59dd2
77-43	UP6H7566	Gjutargatan	041f7e0f34cc
77-44	TP6P1639	Soldier_In_White	3044a88b1743
77-45	UP6P1478	Lisp	b277afbb8794
77-46	TP6P1643	Snowden	d954a3b84e16
77-47	UP4P0326	Hamster	88ea27028958
77-48	TP7Y4551	Meldii	f9b9612c308b
77-49	UP6P1602	Lieutenant_Nately	8c0474305b8c
77-50	TP6P1523	Scheme	ceb5c63499a5
77-51	UP6P1604	Old_Manin_Rome	af6e6d980207
77-52	TP6Y4231	Lianja	859a519c4df8
77-53	UP6P1362	Turtle_Nebula	918e3221a3ff
77-54	TP6P1489	PHP	f985f818e3ec
77-55	UP6Y4368	Chung_Lung	1a4beb8ea7ae
77-56	TP6P1641	Mrs_Scheisskopf	1db4f6bc042a
77-57	UP6P1486	Icon	37e51559faa9
77-58	TP6P1481	Maple	2753cf9cdc6e
77-59	UP6H7614	Lingoncider	9f8c72e69e62
77-60	TP7Y4603	Ambiliati	a1b35d8f2a0b
77-61	AP6P1119	Big_Top	ed51beb261da
77-62	AP5P0435	Mammology	9a227030a18d
77-63	AP6P1102	Train_Stop	2d19f6709412
77-64	AP5H0235	Axelsberg	5ec891d83b6a
78-01	UP5P1044	Bubonic_Plague	5e903b212571
78-02	TP5P0979	Ebola	2e136b8ace68
78-03	UP6Y4336	Xochiquetzal	8abe5029dc52
78-04	TP6Y4351	Kao_Kuo_zhu	eb0d57719e84
78-05	UP5P1040	Dengue_Fever	174be3cde9d4
78-06	TP5P0967	Aspergillosis	451b26895d20
78-07	UP6Y4346	Mayahuel	327567401314
78-08	TP5P1001	Leishmaniasis	42ec848643f4
78-09	UP6Y4340	Tlaltecutli	4ccf8b41d53b
78-10	TP6Y4453	Tu_Ti	f2f9eaa70e48
78-11	UP5P0930	Discophiliaish	bcce60d9da50
78-12	TP5P0595	Satanophobiaish	f301c4df9d40
78-13	UP5H0118	Svala	6d1672f0faa2
78-14	TP6Y4457	Chu_Jung	e069e7bf4e32
78-15	UP5H0138	Flugsnappare	fc84720f3c66
78-16	TP5P0963	Q_Fever	a1c0ed2b66af
78-17	UP5P1060	Trypanosomiasis	361012673fd2
78-18	TP6Y4341	Xilonen	3f5c13e43f0b
78-19	UP6Y4474	Din_Hau	2fdfd7afbfc4
78-20	TP5P0587	Photophobiaish	952b762f35d5
78-21	UP6P1386	Skat_Card	13f4064af480
78-22	TP5P0973	Salmonella	1107af0ce659
78-23	UP5P1066	Influenza	3d7d89305e2a
78-24	TP6Y4259	Emeishan	5bdfacbbfef4
78-25	UP6Y4460	Lung_Wang	a41b82c73983
78-26	TP5P0977	Diphtheria	f17497d8596f
78-27	UP6Y4298	Guan_Yin	466b54ff9642
78-28	TP6Y4249	He_Xiangu	eb2ab3f0102b
78-29	UP5H0242	Vattenrall	99e187ec7df8
78-30	TP6P1413	Solitaire	0b1364ffb0c1
78-31	UP6P1204	Orchid	6ba3e2712b83
78-32	TP5P0985	Hepatitis	f39603f186e5
78-33	UP5P0588	Loch_Ness_Monsterish	11aa586a0c63
78-34	TP6P1419	Old_Maid	bb4ef158c398
78-35	UP6Y4306	Gonggong	3d396a345753
78-36	TP6P1369	Hearts_Card	e3165c2f8dc6
78-37	UP5P1046	Giardia	3946d2832d8d
78-38	TP6P1367	Piquet	c701c8c6b7a7
78-39	UP5P1042	Shigellosis	94464c228a20
78-40	TP5P0937	Measles	2b0f6d5918b3
78-41	UP6Y4332	Xolotl	b155e6b3583e
78-42	TP5P0971	Mad_Cow	4957f8e5d1a7
78-43	UP6Y4312	Ix_Chup	f1bdb242f8ee
78-44	TP5P0853	Macrophiliaish	fe4fff5cfe19
78-45	UP6P1404	Happy_Families	ad354f8b32f3
78-46	TP5P1005	Meningitis	62b5755986ff
78-47	UP5H0128	Stare	c6f641f76637
78-48	TP6P1395	Three_Card_Brag	148e4e380ee8
78-49	UP6P1278	The_Exorcist	0112905d3d18
78-50	TP5P0989	Lyme_Disease	ae962dcf74f0
78-51	UP5P0968	Mississippi	14fc92c73f8c
78-52	TP6P1389	Cribbage	3dc4cd211c68
78-53	UP6P1368	Draw_Poker	8c722131fdb2
78-54	TP6Y4267	Huangdi	8e529af3f562
78-55	UP5P0996	Anglophilia	3ee043a5fde3
78-56	TP6P1415	California_Speed	2cfab071a3c9
78-57	UP6P1384	Q_Squared_Joe	f37c017dd786
78-58	TP5P0969	Chagas	36513d3b6170
78-59	UP5P1036	SARS	180ba7aabc98
78-60	TP6P1371	Big_Two_Card	efc9607742b9
78-61	AP6P1135	Organ_Stop	b4faf7b177c7
78-62	AP6P1157	Muffin_Top	1ea49e87099a
78-63	AP6P1147	Flat_Top	10344741a2f6
78-64	AP6P1112	Dead_Stop	3681e9662126
